employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted,awards_won_flag,training_score_bucket,education_encoded,tenure_ratio
46762,Sales & Marketing,region_4,Bachelor's,m,other,1,39,5.0,7,0,43,0,0,medium,1,0.1891891891891892
16579,Analytics,region_15,Master's & above,m,sourcing,1,39,1.0,8,0,88,0,0,very_high,2,0.21621621621621623
46508,Legal,region_2,Below Secondary,m,other,1,24,3.0,2,0,59,0,0,medium,0,0.05405405405405406
65251,Sales & Marketing,region_26,Bachelor's,m,other,1,29,4.0,4,0,46,0,0,medium,1,0.10810810810810811
8111,Analytics,region_23,Master's & above,m,other,1,40,3.0,8,0,84,0,0,very_high,2,0.21621621621621623
18236,Technology,region_30,Bachelor's,m,other,1,29,5.0,3,0,77,0,0,high,1,0.08108108108108109
33752,Analytics,region_22,Master's & above,m,other,1,36,5.0,11,0,87,0,0,very_high,2,0.2972972972972973
35793,Technology,region_23,Bachelor's,m,sourcing,3,32,3.0,6,0,77,0,0,high,1,0.16216216216216217
57804,Analytics,region_22,Bachelor's,m,other,1,26,4.0,2,0,86,0,0,very_high,1,0.05405405405405406
24258,Operations,region_22,Bachelor's,f,sourcing,1,27,5.0,2,0,63,0,0,high,1,0.05405405405405406
9099,Sales & Marketing,region_23,Bachelor's,m,other,1,29,3.0,4,0,49,0,0,medium,1,0.10810810810810811
55778,HR,region_2,Master's & above,f,other,1,38,2.0,2,0,53,0,0,medium,2,0.05405405405405406
11412,Operations,region_22,Master's & above,m,other,1,42,3.0,4,0,60,0,0,medium,2,0.10810810810810811
16011,Legal,region_2,Bachelor's,f,sourcing,1,36,4.0,4,0,62,0,0,high,1,0.10810810810810811
70896,Technology,region_2,Master's & above,m,sourcing,1,32,3.0,5,0,74,0,0,high,2,0.13513513513513514
63445,Operations,region_3,Master's & above,f,other,1,36,1.0,4,0,59,0,0,medium,2,0.10810810810810811
34007,Procurement,region_17,Master's & above,f,sourcing,1,47,3.0,3,0,67,0,0,high,2,0.08108108108108109
2845,Procurement,region_17,Bachelor's,m,other,1,38,3.0,5,0,69,0,0,high,1,0.13513513513513514
43511,Procurement,region_22,Bachelor's,f,sourcing,2,29,5.0,2,0,70,0,0,high,1,0.05405405405405406
68787,Analytics,region_24,Bachelor's,m,sourcing,1,28,3.0,2,0,80,0,0,high,1,0.05405405405405406
47494,Operations,region_26,Bachelor's,m,other,1,26,5.0,2,0,56,0,0,medium,1,0.05405405405405406
21529,HR,region_20,Bachelor's,m,other,2,30,4.0,2,0,49,0,0,medium,1,0.05405405405405406
27422,Finance,region_30,Bachelor's,f,sourcing,1,26,3.0,2,0,56,0,0,medium,1,0.05405405405405406
44164,Sales & Marketing,region_16,Bachelor's,f,other,1,40,5.0,13,0,49,0,0,medium,1,0.35135135135135137
68483,Procurement,region_31,Bachelor's,f,other,1,31,5.0,5,0,65,0,0,high,1,0.13513513513513514
59464,Procurement,region_5,Master's & above,m,sourcing,1,31,3.0,5,0,73,0,0,high,2,0.13513513513513514
67769,Sales & Marketing,region_26,Bachelor's,m,sourcing,2,34,3.0,2,0,50,0,0,medium,1,0.05405405405405406
17940,Operations,region_23,Master's & above,f,sourcing,1,36,2.0,5,0,59,0,0,medium,2,0.13513513513513514
68872,Procurement,region_2,Master's & above,f,sourcing,1,44,1.0,7,0,69,0,0,high,2,0.1891891891891892
57763,R&D,region_13,Master's & above,m,sourcing,1,40,5.0,6,0,89,0,0,very_high,2,0.16216216216216217
17995,Operations,region_2,Bachelor's,f,other,1,52,1.0,12,0,60,0,0,medium,1,0.32432432432432434
58729,Sales & Marketing,region_22,Bachelor's,f,sourcing,2,27,1.0,2,0,49,0,0,medium,1,0.05405405405405406
71586,Operations,region_32,Bachelor's,f,other,1,37,5.0,9,0,60,0,0,medium,1,0.24324324324324326
61795,Technology,region_15,Bachelor's,m,sourcing,1,30,3.0,3,0,79,0,0,high,1,0.08108108108108109
13604,Procurement,region_2,Bachelor's,m,other,1,33,5.0,8,0,69,0,0,high,1,0.21621621621621623
74209,Procurement,region_13,Bachelor's,m,sourcing,1,30,3.0,7,0,69,0,0,high,1,0.1891891891891892
8963,Procurement,region_19,Bachelor's,f,sourcing,1,33,3.0,7,0,72,0,0,high,1,0.1891891891891892
12209,Operations,region_15,Bachelor's,m,sourcing,1,37,5.0,8,0,54,0,0,medium,1,0.21621621621621623
57807,Operations,region_31,Bachelor's,f,sourcing,2,28,3.0,1,0,61,0,0,high,1,0.02702702702702703
51031,Analytics,region_15,Bachelor's,m,sourcing,1,31,1.0,2,0,84,0,0,very_high,1,0.05405405405405406
6843,Finance,region_8,Bachelor's,m,other,2,30,3.0,2,0,60,0,0,medium,1,0.05405405405405406
28178,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,28,2.0,5,0,50,0,0,medium,1,0.13513513513513514
33023,Technology,region_26,Bachelor's,m,sourcing,1,30,5.0,5,0,84,0,0,very_high,1,0.13513513513513514
66365,Operations,region_2,Bachelor's,f,other,1,54,2.0,5,0,58,0,0,medium,1,0.13513513513513514
20191,Finance,region_11,Bachelor's,m,other,1,28,0.0,1,0,61,0,0,high,1,0.02702702702702703
56859,Finance,region_11,Bachelor's,m,other,2,27,3.0,2,0,56,0,0,medium,1,0.05405405405405406
4331,Procurement,region_10,Bachelor's,m,other,1,29,3.0,7,0,68,0,0,high,1,0.1891891891891892
20367,Operations,region_15,Bachelor's,m,other,1,42,5.0,20,0,60,0,0,medium,1,0.5405405405405406
62277,Analytics,region_29,Bachelor's,m,other,1,27,4.0,4,0,93,0,0,very_high,1,0.10810810810810811
26251,Sales & Marketing,region_8,Master's & above,m,sourcing,1,42,5.0,11,0,50,0,0,medium,2,0.2972972972972973
14261,Operations,region_2,Bachelor's,f,sourcing,1,40,3.0,5,0,61,0,0,high,1,0.13513513513513514
78034,Procurement,region_5,Bachelor's,f,sourcing,2,31,3.0,6,0,73,0,0,high,1,0.16216216216216217
8069,Technology,region_23,Bachelor's,m,other,1,34,5.0,7,0,78,0,0,high,1,0.1891891891891892
47908,HR,region_7,Bachelor's,m,sourcing,1,34,5.0,7,0,50,0,0,medium,1,0.1891891891891892
41475,Technology,region_13,Bachelor's,m,sourcing,1,29,4.0,2,0,79,0,0,high,1,0.05405405405405406
29473,Procurement,region_7,Master's & above,f,other,1,32,3.0,5,0,67,0,0,high,2,0.13513513513513514
22885,Procurement,region_34,Bachelor's,m,sourcing,1,30,0.0,1,0,65,0,0,high,1,0.02702702702702703
26494,Analytics,region_2,Bachelor's,m,sourcing,1,44,3.0,4,0,83,0,0,very_high,1,0.10810810810810811
14005,Operations,region_3,Master's & above,m,other,1,37,3.0,7,0,60,0,0,medium,2,0.1891891891891892
20519,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,48,1.0,4,0,49,0,0,medium,1,0.10810810810810811
58185,Sales & Marketing,region_7,Bachelor's,m,other,1,49,1.0,5,0,48,0,0,medium,1,0.13513513513513514
47296,Technology,region_33,Bachelor's,m,other,1,31,3.0,4,0,78,0,0,high,1,0.10810810810810811
49359,Technology,region_2,Master's & above,m,referred,2,51,3.0,7,0,82,0,0,very_high,2,0.1891891891891892
38140,Technology,region_2,Master's & above,m,sourcing,1,45,4.0,5,0,83,0,0,very_high,2,0.13513513513513514
27315,Operations,region_9,Bachelor's,m,other,1,27,0.0,1,0,63,0,0,high,1,0.02702702702702703
31576,Sales & Marketing,region_2,Bachelor's,m,other,2,54,3.0,17,0,51,0,0,medium,1,0.4594594594594595
9459,Technology,region_2,Bachelor's,m,sourcing,1,29,5.0,4,0,85,1,0,very_high,1,0.10810810810810811
37327,Analytics,region_2,Master's & above,m,other,1,45,3.0,3,0,88,0,0,very_high,2,0.08108108108108109
2595,Technology,region_15,Bachelor's,m,other,1,29,5.0,6,0,82,0,0,very_high,1,0.16216216216216217
75192,Sales & Marketing,region_2,Master's & above,m,sourcing,1,54,4.0,11,0,50,0,0,medium,2,0.2972972972972973
69608,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,33,3.0,2,0,45,0,0,medium,1,0.05405405405405406
60138,Procurement,region_22,Bachelor's,f,sourcing,1,28,2.0,7,0,86,1,0,very_high,1,0.1891891891891892
50755,Operations,region_22,Bachelor's,f,other,1,25,0.0,1,0,63,0,0,high,1,0.02702702702702703
12088,Technology,region_5,Bachelor's,m,other,1,47,3.0,19,0,75,0,0,high,1,0.5135135135135135
19270,Sales & Marketing,region_13,Master's & above,m,sourcing,1,39,5.0,9,0,50,0,0,medium,2,0.24324324324324326
56136,Technology,region_12,Bachelor's,m,sourcing,1,30,1.0,4,0,86,0,0,very_high,1,0.10810810810810811
7738,Sales & Marketing,region_2,Bachelor's,f,other,1,31,5.0,2,0,49,0,0,medium,1,0.05405405405405406
40846,Operations,region_26,Master's & above,m,other,1,55,4.0,9,0,58,0,0,medium,2,0.24324324324324326
31230,Procurement,region_2,Bachelor's,f,other,1,53,3.0,13,0,65,0,0,high,1,0.35135135135135137
61151,Operations,region_6,Bachelor's,f,other,1,29,4.0,4,0,65,0,0,high,1,0.10810810810810811
45309,Analytics,region_2,Bachelor's,f,other,2,35,5.0,4,0,85,0,0,very_high,1,0.10810810810810811
75510,Operations,region_2,Bachelor's,f,sourcing,1,43,3.0,15,0,58,0,0,medium,1,0.40540540540540543
305,Operations,region_15,Bachelor's,m,other,1,44,2.0,15,0,59,0,0,medium,1,0.40540540540540543
77319,Operations,region_15,Bachelor's,f,other,1,29,3.0,4,0,59,0,0,medium,1,0.10810810810810811
42818,Sales & Marketing,region_22,Master's & above,f,other,3,35,5.0,7,0,51,0,0,medium,2,0.1891891891891892
4681,R&D,region_22,Bachelor's,m,sourcing,2,30,2.0,2,0,88,0,0,very_high,1,0.05405405405405406
76679,Procurement,region_27,Master's & above,m,sourcing,4,37,3.0,10,0,73,0,0,high,2,0.2702702702702703
74187,Analytics,region_8,Bachelor's,m,other,1,29,0.0,1,0,83,0,0,very_high,1,0.02702702702702703
19446,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,27,5.0,4,0,53,0,0,medium,1,0.10810810810810811
20458,Operations,region_20,Master's & above,m,other,1,38,4.0,4,0,62,0,0,high,2,0.10810810810810811
45445,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,34,3.0,4,0,51,0,0,medium,1,0.10810810810810811
30588,Technology,region_16,Master's & above,f,other,1,33,4.0,6,0,74,0,0,high,2,0.16216216216216217
34606,Operations,region_2,Bachelor's,m,sourcing,1,52,5.0,18,0,61,0,0,high,1,0.4864864864864865
4453,Sales & Marketing,region_19,Bachelor's,m,other,1,34,4.0,10,0,53,0,0,medium,1,0.2702702702702703
15405,Sales & Marketing,region_7,Bachelor's,f,other,1,36,5.0,5,0,48,0,0,medium,1,0.13513513513513514
3119,Sales & Marketing,region_16,Bachelor's,m,other,1,36,3.0,10,0,55,0,0,medium,1,0.2702702702702703
59853,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,26,4.0,1,0,48,0,0,medium,1,0.02702702702702703
20785,R&D,region_25,Bachelor's,m,sourcing,2,30,0.0,1,0,83,0,0,very_high,1,0.02702702702702703
14764,Technology,region_27,Bachelor's,f,sourcing,1,26,4.0,3,0,84,1,0,very_high,1,0.08108108108108109
77806,Operations,region_16,Master's & above,m,other,1,36,3.0,3,0,57,0,0,medium,2,0.08108108108108109
16507,Analytics,region_23,Bachelor's,m,sourcing,1,30,0.0,1,0,84,0,0,very_high,1,0.02702702702702703
33846,Technology,region_2,Bachelor's,m,referred,2,40,3.0,5,0,82,0,0,very_high,1,0.13513513513513514
17904,Operations,region_2,Bachelor's,m,sourcing,2,60,3.0,30,0,62,0,0,high,1,0.8108108108108109
15425,Sales & Marketing,region_22,Bachelor's,m,other,1,28,4.0,2,0,52,0,0,medium,1,0.05405405405405406
17734,Technology,region_2,Bachelor's,m,other,2,31,2.0,7,0,79,0,0,high,1,0.1891891891891892
69211,Sales & Marketing,region_1,Bachelor's,m,other,1,30,1.0,7,0,50,0,0,medium,1,0.1891891891891892
530,Procurement,region_2,Bachelor's,f,other,1,44,3.0,2,0,70,0,0,high,1,0.05405405405405406
59294,Procurement,region_2,Bachelor's,f,other,1,58,5.0,27,0,69,0,0,high,1,0.7297297297297297
22387,Sales & Marketing,region_19,Bachelor's,m,other,1,40,1.0,3,0,49,0,0,medium,1,0.08108108108108109
27585,Technology,region_31,Bachelor's,f,sourcing,1,27,0.0,1,0,78,0,0,high,1,0.02702702702702703
38004,Sales & Marketing,region_2,Bachelor's,m,other,1,22,0.0,1,0,53,0,0,medium,1,0.02702702702702703
70351,Sales & Marketing,region_28,Bachelor's,m,other,1,34,5.0,8,0,48,0,0,medium,1,0.21621621621621623
44248,Technology,region_7,Master's & above,m,sourcing,1,47,3.0,18,0,79,0,0,high,2,0.4864864864864865
27033,Operations,region_31,Master's & above,m,other,1,37,5.0,10,0,61,0,0,high,2,0.2702702702702703
16435,Operations,region_13,Master's & above,m,sourcing,1,42,5.0,12,0,59,0,0,medium,2,0.32432432432432434
45741,Technology,region_9,Bachelor's,m,other,1,34,3.0,7,0,81,0,0,very_high,1,0.1891891891891892
19650,Procurement,region_7,Master's & above,f,sourcing,1,46,3.0,17,0,71,0,0,high,2,0.4594594594594595
61167,Finance,region_30,Bachelor's,m,other,1,29,3.0,5,0,59,0,0,medium,1,0.13513513513513514
50373,Technology,region_26,Bachelor's,m,other,1,39,3.0,5,0,81,0,0,very_high,1,0.13513513513513514
43513,Finance,region_31,Bachelor's,m,other,2,30,3.0,3,0,60,1,0,medium,1,0.08108108108108109
59181,Operations,region_4,Bachelor's,m,other,1,34,4.0,8,0,55,0,0,medium,1,0.21621621621621623
64199,Analytics,region_26,Bachelor's,f,other,1,30,3.0,4,0,87,0,0,very_high,1,0.10810810810810811
40717,Operations,region_15,Bachelor's,m,sourcing,1,37,4.0,5,0,60,0,0,medium,1,0.13513513513513514
27823,Analytics,region_22,Bachelor's,m,sourcing,2,31,4.0,2,0,91,1,0,very_high,1,0.05405405405405406
24375,Finance,region_26,Master's & above,m,other,1,33,3.0,7,0,62,0,0,high,2,0.1891891891891892
29907,Operations,region_2,Master's & above,m,sourcing,1,43,4.0,6,0,61,0,0,high,2,0.16216216216216217
10937,Procurement,region_7,Master's & above,f,other,1,52,5.0,19,0,83,1,0,very_high,2,0.5135135135135135
34694,Technology,region_2,Bachelor's,m,other,1,31,4.0,6,0,79,0,0,high,1,0.16216216216216217
65546,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,4.0,2,0,53,0,0,medium,1,0.05405405405405406
1437,Operations,region_3,Master's & above,m,sourcing,1,33,4.0,6,0,62,0,0,high,2,0.16216216216216217
73324,Sales & Marketing,region_33,Bachelor's,m,sourcing,1,31,0.0,1,0,47,0,0,medium,1,0.02702702702702703
56814,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,31,5.0,2,0,68,1,0,high,1,0.05405405405405406
16375,Analytics,region_6,Bachelor's,m,other,2,41,3.0,7,0,85,0,0,very_high,1,0.1891891891891892
4773,Operations,region_2,Bachelor's,f,sourcing,1,51,1.0,22,0,61,0,0,high,1,0.5945945945945946
36056,Sales & Marketing,region_24,Master's & above,m,other,1,39,3.0,14,0,49,0,0,medium,2,0.3783783783783784
36742,Technology,region_2,Bachelor's,f,sourcing,1,32,5.0,6,0,77,0,0,high,1,0.16216216216216217
22115,Legal,region_2,Master's & above,f,sourcing,1,40,5.0,3,0,55,0,0,medium,2,0.08108108108108109
22308,Technology,region_2,Bachelor's,f,other,1,41,3.0,4,0,77,0,0,high,1,0.10810810810810811
44364,Sales & Marketing,region_6,Bachelor's,f,other,1,32,1.0,5,0,46,0,0,medium,1,0.13513513513513514
73122,Sales & Marketing,region_26,Master's & above,m,sourcing,1,36,5.0,9,0,52,0,0,medium,2,0.24324324324324326
47827,Sales & Marketing,region_14,Bachelor's,m,other,1,28,1.0,4,0,47,0,0,medium,1,0.10810810810810811
436,Sales & Marketing,region_32,Bachelor's,m,other,1,35,4.0,2,0,48,0,0,medium,1,0.05405405405405406
73377,Sales & Marketing,region_7,Bachelor's,f,other,1,36,1.0,9,0,51,0,0,medium,1,0.24324324324324326
66702,Operations,region_31,Bachelor's,f,other,1,38,3.0,10,0,56,0,0,medium,1,0.2702702702702703
18705,Procurement,region_2,Below Secondary,m,other,1,26,5.0,2,0,71,0,0,high,0,0.05405405405405406
2983,Operations,region_25,Master's & above,m,other,1,34,5.0,2,0,60,0,0,medium,2,0.05405405405405406
59878,Operations,region_11,Master's & above,m,other,1,50,3.0,2,0,57,0,0,medium,2,0.05405405405405406
42622,Sales & Marketing,region_20,Bachelor's,m,sourcing,4,30,4.0,4,0,43,0,0,medium,1,0.10810810810810811
41397,Procurement,region_2,Master's & above,f,other,1,41,5.0,6,0,67,0,0,high,2,0.16216216216216217
76065,R&D,region_2,Master's & above,f,other,2,36,4.0,5,0,85,0,0,very_high,2,0.13513513513513514
76539,Sales & Marketing,region_7,Master's & above,m,other,2,58,1.0,25,0,51,0,0,medium,2,0.6756756756756757
60652,Finance,region_2,Master's & above,f,other,1,37,3.0,5,0,58,0,0,medium,2,0.13513513513513514
75489,Technology,region_25,Bachelor's,f,other,2,28,0.0,1,0,82,0,0,very_high,1,0.02702702702702703
39144,Sales & Marketing,region_29,Master's & above,m,other,1,40,3.0,2,0,53,0,0,medium,2,0.05405405405405406
11495,Technology,region_15,Bachelor's,f,other,1,34,1.0,10,0,76,0,0,high,1,0.2702702702702703
33287,Operations,region_7,Bachelor's,f,other,2,31,3.0,4,0,60,0,0,medium,1,0.10810810810810811
74625,Procurement,region_2,Bachelor's,m,other,1,31,1.0,6,0,69,0,0,high,1,0.16216216216216217
12753,HR,region_14,Bachelor's,m,sourcing,1,24,5.0,2,0,46,0,0,medium,1,0.05405405405405406
77118,Operations,region_21,Bachelor's,f,other,2,35,4.0,7,0,61,0,0,high,1,0.1891891891891892
67355,Technology,region_22,Bachelor's,m,referred,3,28,0.0,1,0,72,0,0,high,1,0.02702702702702703
69473,Sales & Marketing,region_17,Bachelor's,m,other,1,25,5.0,3,0,52,0,0,medium,1,0.08108108108108109
3741,Analytics,region_28,Bachelor's,m,other,2,30,1.0,8,0,85,0,0,very_high,1,0.21621621621621623
74249,Operations,region_2,Bachelor's,m,other,2,33,3.0,7,0,60,0,0,medium,1,0.1891891891891892
52743,Operations,region_2,Bachelor's,m,sourcing,1,30,5.0,4,0,62,0,0,high,1,0.10810810810810811
51726,Analytics,region_31,Bachelor's,m,other,1,32,5.0,2,1,87,0,1,very_high,1,0.05405405405405406
34506,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,33,3.0,10,0,53,0,0,medium,1,0.2702702702702703
52966,Procurement,region_16,Master's & above,f,other,1,39,3.0,4,0,73,0,0,high,2,0.10810810810810811
64993,Technology,region_31,Master's & above,m,other,1,36,3.0,3,0,84,0,0,very_high,2,0.08108108108108109
75274,Operations,region_13,Bachelor's,f,sourcing,1,30,5.0,5,0,59,0,0,medium,1,0.13513513513513514
37665,Technology,region_24,Master's & above,m,other,1,34,2.0,3,0,80,0,0,high,2,0.08108108108108109
957,Operations,region_2,Bachelor's,m,other,1,34,5.0,9,0,59,0,0,medium,1,0.24324324324324326
59713,Sales & Marketing,region_31,Bachelor's,m,other,1,49,4.0,6,0,89,1,0,very_high,1,0.16216216216216217
35865,Sales & Marketing,region_2,Bachelor's,m,other,2,35,5.0,8,0,50,0,0,medium,1,0.21621621621621623
58929,Operations,region_15,Bachelor's,m,sourcing,1,36,2.0,9,0,59,0,0,medium,1,0.24324324324324326
73260,Sales & Marketing,region_2,Master's & above,m,other,1,37,3.0,3,0,44,0,0,medium,2,0.08108108108108109
57657,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,23,0.0,1,0,49,0,0,medium,1,0.02702702702702703
54570,Sales & Marketing,region_2,Bachelor's,m,other,1,42,5.0,4,0,54,0,0,medium,1,0.10810810810810811
5350,Technology,region_2,Master's & above,f,other,2,38,4.0,10,0,78,0,0,high,2,0.2702702702702703
21919,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,35,3.0,7,0,52,0,0,medium,1,0.1891891891891892
26012,Analytics,region_22,Bachelor's,m,referred,1,29,3.0,4,0,85,0,0,very_high,1,0.10810810810810811
39133,Sales & Marketing,region_26,Bachelor's,m,other,1,26,0.0,1,0,51,0,0,medium,1,0.02702702702702703
77033,HR,region_22,Bachelor's,m,other,1,25,4.0,4,0,52,0,0,medium,1,0.10810810810810811
44918,Sales & Marketing,region_15,Bachelor's,m,other,2,46,3.0,4,0,54,0,0,medium,1,0.10810810810810811
28834,Procurement,region_30,Bachelor's,f,other,1,31,3.0,4,0,69,0,0,high,1,0.10810810810810811
29055,Procurement,region_22,Master's & above,m,other,1,48,5.0,3,0,69,0,0,high,2,0.08108108108108109
39245,Operations,region_22,Bachelor's,m,other,2,33,3.0,6,0,60,0,0,medium,1,0.16216216216216217
66988,Operations,region_12,Master's & above,f,other,1,34,4.0,3,0,59,0,0,medium,2,0.08108108108108109
19686,Technology,region_4,Master's & above,m,other,1,42,4.0,10,0,75,0,0,high,2,0.2702702702702703
31219,Operations,region_4,Master's & above,f,sourcing,1,44,4.0,5,0,58,0,0,medium,2,0.13513513513513514
54925,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,24,5.0,2,0,50,0,0,medium,1,0.05405405405405406
47654,Finance,region_19,Bachelor's,m,other,1,32,3.0,5,0,58,0,0,medium,1,0.13513513513513514
38950,Analytics,region_28,Bachelor's,m,other,1,26,3.0,2,0,81,0,0,very_high,1,0.05405405405405406
60510,Procurement,region_2,Bachelor's,m,other,1,30,4.0,2,0,73,0,0,high,1,0.05405405405405406
49166,Sales & Marketing,region_1,Master's & above,m,other,1,40,5.0,7,0,53,0,0,medium,2,0.1891891891891892
46658,Operations,region_31,Bachelor's,m,sourcing,1,39,4.0,6,0,57,0,0,medium,1,0.16216216216216217
45779,Procurement,region_14,Bachelor's,f,sourcing,1,29,3.0,2,0,82,1,0,very_high,1,0.05405405405405406
53272,Operations,region_2,Bachelor's,f,sourcing,1,32,3.0,2,0,60,0,0,medium,1,0.05405405405405406
17037,Operations,region_24,Below Secondary,f,sourcing,1,24,0.0,1,0,64,0,0,high,0,0.02702702702702703
74861,Finance,region_7,Master's & above,f,other,2,36,5.0,9,0,60,0,0,medium,2,0.24324324324324326
61756,Sales & Marketing,region_23,Bachelor's,m,other,1,36,3.0,9,0,50,0,0,medium,1,0.24324324324324326
4568,Technology,region_2,Master's & above,m,sourcing,2,44,4.0,13,0,81,0,0,very_high,2,0.35135135135135137
67960,Sales & Marketing,region_33,Bachelor's,m,sourcing,1,27,3.0,4,0,47,0,0,medium,1,0.10810810810810811
22258,Procurement,region_17,Bachelor's,f,sourcing,1,26,4.0,2,0,67,0,0,high,1,0.05405405405405406
2782,Procurement,region_22,Bachelor's,f,other,1,27,4.0,2,0,65,0,0,high,1,0.05405405405405406
299,Sales & Marketing,region_26,Bachelor's,m,other,1,31,3.0,4,0,49,0,0,medium,1,0.10810810810810811
10606,Technology,region_26,Bachelor's,m,sourcing,2,34,4.0,3,0,77,0,0,high,1,0.08108108108108109
8193,Sales & Marketing,region_15,Master's & above,m,sourcing,4,31,3.0,9,0,48,0,0,medium,2,0.24324324324324326
36584,Technology,region_2,Bachelor's,m,other,1,32,1.0,9,0,74,0,0,high,1,0.24324324324324326
51950,Sales & Marketing,region_25,Bachelor's,m,other,1,34,5.0,10,0,48,0,0,medium,1,0.2702702702702703
24930,Operations,region_27,Bachelor's,f,other,1,25,0.0,1,0,58,0,0,medium,1,0.02702702702702703
35538,Sales & Marketing,region_11,Master's & above,m,sourcing,1,40,1.0,10,0,52,0,0,medium,2,0.2702702702702703
37932,Procurement,region_2,Master's & above,m,other,1,36,1.0,9,0,68,0,0,high,2,0.24324324324324326
2070,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,37,1.0,7,0,49,0,0,medium,1,0.1891891891891892
75937,Analytics,region_22,Bachelor's,f,sourcing,1,25,3.0,4,0,88,0,0,very_high,1,0.10810810810810811
62837,Sales & Marketing,region_28,Bachelor's,m,other,1,26,4.0,5,0,46,0,0,medium,1,0.13513513513513514
62121,Operations,region_22,Master's & above,m,other,1,34,1.0,7,0,58,0,0,medium,2,0.1891891891891892
27633,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,31,5.0,6,0,45,0,0,medium,1,0.16216216216216217
47304,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,26,5.0,2,0,50,0,0,medium,1,0.05405405405405406
3675,Technology,region_8,Master's & above,m,sourcing,1,33,4.0,7,0,78,0,0,high,2,0.1891891891891892
39947,HR,region_16,Bachelor's,m,other,1,27,5.0,3,0,51,0,0,medium,1,0.08108108108108109
68713,Sales & Marketing,region_22,Bachelor's,f,other,1,24,1.0,2,0,51,0,0,medium,1,0.05405405405405406
48456,HR,region_2,Below Secondary,m,other,1,23,4.0,1,0,50,0,0,medium,0,0.02702702702702703
25729,Procurement,region_8,Bachelor's,m,other,1,27,0.0,1,0,72,0,0,high,1,0.02702702702702703
5819,Operations,region_26,Bachelor's,f,other,1,28,3.0,5,0,59,0,0,medium,1,0.13513513513513514
10400,Operations,region_29,Bachelor's,m,other,1,35,5.0,10,0,63,0,0,high,1,0.2702702702702703
77451,Operations,region_7,Bachelor's,f,sourcing,1,24,0.0,1,0,62,0,0,high,1,0.02702702702702703
9926,Sales & Marketing,region_7,Bachelor's,m,other,1,53,3.0,18,0,47,0,0,medium,1,0.4864864864864865
64331,HR,region_2,Bachelor's,m,sourcing,1,51,3.0,3,0,51,0,0,medium,1,0.08108108108108109
19120,R&D,region_23,Master's & above,m,other,1,37,4.0,4,0,86,0,0,very_high,2,0.10810810810810811
26284,Sales & Marketing,region_2,Bachelor's,f,other,1,32,5.0,6,0,52,0,0,medium,1,0.16216216216216217
29173,Sales & Marketing,region_16,Bachelor's,m,other,1,30,4.0,2,0,54,0,0,medium,1,0.05405405405405406
15189,Sales & Marketing,region_2,Bachelor's,m,other,1,43,4.0,6,0,47,0,0,medium,1,0.16216216216216217
55287,Analytics,region_7,Bachelor's,m,other,1,28,3.0,6,0,83,0,0,very_high,1,0.16216216216216217
65261,Procurement,region_11,Bachelor's,f,other,1,28,3.0,5,0,67,0,0,high,1,0.13513513513513514
49119,Finance,region_15,Bachelor's,m,other,1,30,0.0,1,0,59,0,0,medium,1,0.02702702702702703
53249,Analytics,region_26,Bachelor's,m,other,1,27,0.0,1,0,84,0,0,very_high,1,0.02702702702702703
53830,Operations,region_4,Bachelor's,f,other,1,35,3.0,3,1,88,1,1,very_high,1,0.08108108108108109
27019,Operations,region_27,Bachelor's,m,other,1,28,0.0,1,0,62,0,0,high,1,0.02702702702702703
47867,Procurement,region_2,Bachelor's,f,other,1,31,3.0,3,0,69,0,0,high,1,0.08108108108108109
17197,Technology,region_2,Bachelor's,m,sourcing,1,35,3.0,2,0,80,0,0,high,1,0.05405405405405406
5067,Analytics,region_2,Bachelor's,m,other,1,49,4.0,5,0,83,0,0,very_high,1,0.13513513513513514
47598,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,32,5.0,4,0,45,0,0,medium,1,0.10810810810810811
31878,Analytics,region_7,Master's & above,m,sourcing,1,41,4.0,13,0,87,0,0,very_high,2,0.35135135135135137
51895,Sales & Marketing,region_26,Bachelor's,m,other,1,30,3.0,2,0,53,0,0,medium,1,0.05405405405405406
53024,Procurement,region_31,Bachelor's,f,other,1,35,5.0,7,0,66,0,0,high,1,0.1891891891891892
14375,R&D,region_22,Bachelor's,m,other,2,27,5.0,2,0,89,0,0,very_high,1,0.05405405405405406
